出表日期,報告年度,公司代號,公司名稱,有害廢棄物量-數據(公噸),有害廢棄物量-資料範圍,非有害廢棄物量-數據(公噸),非有害廢棄物量-資料範圍,總重量(有害+非有害)-數據(公噸),總重量(有害+非有害)-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證,廢棄物管理政策或減量目標
1111005,110,2303,聯電,25091.0000,僅母公司(含新加坡分公司),18963.0000,僅母公司(含新加坡分公司),44054.0000,僅母公司(含新加坡分公司),0.1810,wafer-m2,ISO 14001,"聯電的廢棄物管理是在建立一個經濟而有效的廢棄物管理機制，來達到安全化、衛生化、無害化以及資源化的目標。策略上有總量削減、資源回收再利用，最後才是廢棄物處理。聯電一直秉持綠色生產之理念推行廢棄物與資源回收管理工作，除藉由製程技術改善、原物料減量等源頭管理措施，以減少廢棄物產出，聯電以「零廢棄」為最終目標，逐年訂定廢棄物減量目標，預計分別於2022年、2025年及2030年達到單位產品廢棄物產生量較2015年減少22%、35%及50%。
另一方面更積極推動廢棄物資源化與廢棄物回收再利用，以取代既有的管末處理模式，將垃圾轉變成有用的資源，不僅降低廢棄物處理之資源與成本，更期望對日益嚴重的環境問題盡一份心力；最終在廢棄物處理部分，則投入人力定期稽核廢棄物清理廠商、嚴密控管廢棄物流向，並選擇最佳之處理方式來處理廢棄物。"
1111005,110,2305,全友,0.0000,母公司,2.4000,母公司,2.4000,母公司,,,N,"一般生活廢棄物,加強分類;事業廢棄物,委由合格業者回收或處理"
1111005,110,2308,台達電,4018.6700,母公司及子公司之生產廠區,46042.2400,母公司及子公司之生產廠區,50060.9100,母公司及子公司之生產廠區,5.0000,產值(單位：百萬美金),ISO 14001,追求資源永續利用及避免地球資源枯竭，續透過減量、回用及回收等提升廢棄物轉化率，降低環境衝擊，台達承諾2025年整體生產廠區廢棄物轉化率達100%。
1111005,110,2312,金寶,0.0000,母公司,84.0000,母公司,84.0000,母公司,0.0160,營業額,N,"金寶電子對於廢棄物減量作業，著重於來源管理，將來源區分為「員工生活廢棄物」及「製程
廢棄物」兩大類別；當中員工生活廢棄物管理是透過員工教育訓練佐以員工行為規範有效推動
減量及分類管理，提高資源利用性及其資源化價值；製程廢棄物管理則以最適包材及降低有害
廢棄物占比率為主軸，推動減量管理。
廢棄物集中處理係以分類及安全性為目的，各地由專責單位管理廢棄物，有效掌握廢棄物來源
產出量並進行管控，同時也與資源再利用業者進行合作，提高資源利用價值，並以零廢棄物為
最終目標。"
1111005,110,2313,華通,,110年度,,110年度,13327.0000,110年度,0.9900,產品,N,詳見永續報告書
1111005,110,2314,台揚,5.8000,母公司,51.9000,母公司,57.7000,母公司,0.0870,員工人數,ISO 14001,廢棄物回收率大於50%
1111005,110,2316,楠梓電,2781.6500,僅母公司,1189.5200,僅母公司,3971.1700,僅母公司,0.0016,產品,N,提高可回收的廢棄物資源，以降低環保污染。
1111005,110,2317,鴻海,453443.0000,依2021年永續報告書邊界,548328.0000,依2021年永續報告書邊界,1001771.0000,依2021年永續報告書邊界,0.1670,百萬新台幣營業額,UL2799,2025年前至少取得5個獲得廢棄物零填埋金級認證（UL2799）廠區，且廠區廢棄物轉化率達100%、焚燒率10%的上限標準
1111005,110,2321,東訊,,110年生活垃圾+一般事業廢棄物,,110年生活垃圾+一般事業廢棄物,5.5500,110年生活垃圾+一般事業廢棄物,46.0000,110年每人合計產生46KG廢棄物,N,目前廠內產生之廢棄物分為1.生活垃圾、2.資源回收垃圾、3.一般事業廢棄物…等3種廢棄物組成，生活垃圾及一般事業廢棄物(可焚化部分如廢塑膠混合物)經由焚化方式處理，並將其可進行資源回收之物品如紙類、鐵鋁罐、寶特瓶…等可回收物品經由資源回收商統一處理進行回收方式處理，其他一般事業廢棄物(如廢五金，須以物理性方式處理)由廢棄物清除處理廠商進行處理。
1111005,110,2323,中環,39.0800,110/01/01~110/12/31,177.5600,110/01/01~110/12/31,216.6400,110/01/01~110/12/31,0.0567,百萬元營業額,N,實施源頭減量，結合資源分類與回收計劃。
1111005,110,2324,仁寶,1482.9000,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,6046.5000,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,7529.4000,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,0.0100,營業額;單位為新台幣百萬元,UL 2799 (昆山2廠已取得UL 2799白金級認證，重慶(CQA)、南京廠、昆山1廠、昆山3廠持續執行符合UL 2799白金級管理標準。),"各廠區所產生之廢棄物皆集中處理與分類，再依類別委託專業、合格的環保廠商回收或處理。同時，在產品生命週期的每個階段，由各單位作出減量規劃，並透過六標準差或關鍵績效指標減量管理等工具(例如提高測試治具的共用性)，持續追蹤管制。
另外，因產業特性之緣故，仁寶各廠僅有少部分的有害事業廢棄物，主要源自於表面安裝技術SMT註清洗鋼板、回焊爐使用的清洗劑與擦拭清潔用之廢酒精及錫爐所產生之廢錫膏錫條等，少部分由汰換的器材產生，均交由各廠區當地之合格回收處理商進行合法處置並回報處理方式及總量，經調查各廠區之廢棄物處置廠商2021年度無環境面違規及罰款事項，廢棄物管理流程符合合約及法律義務。"
1111005,110,2327,國巨,2125.0000,母公司,3090.1600,母公司,5215.1600,母公司,0.1300,百萬營業額,ISO 14001,執行節約能源、工業減廢、資源回收與再利用及不使用並削減環境禁用物質。透過改善製程及降低原物料耗損，進而減少廢棄物產生，並積極訂定減量目標及再利用專案。
1111005,110,2328,廣宇,0.0000,母公司,11.2640,母公司,11.2640,母公司,0.0009,百萬營業額,N,母公司為辦公區，辦公室少紙化，子公司辦公室少紙化&使用可回收包材
1111005,110,2329,華泰,145.0000,2021.01.01-2021.12.31,2813.0700,2021.01.01-2021.12.31,2958.0700,2021.01.01-2021.12.31,0.0000,營業額,ISO 14001,有效分類廢棄物類別
1111005,110,2330,台積電,339623.0000,台灣廠區及子公司,335080.0000,台灣廠區及子公司,674703.0000,台灣廠區及子公司,0.9900,單位晶圓委外廢棄物處理量（公斤／十二吋晶圓當量－光罩數）,UL 2799,"單位晶圓委外廢棄物處理量（公斤／十二吋晶圓當量－光罩數）
民國111年目標：≦ 0.99
民國119年長期目標：≦ 0.50"
1111005,110,2331,精英,0.0000,精英電腦股份有限公司企業總部，總部為辦公大樓，無生產製造場所，故廢棄物來源為一班生活廢棄物，無有害事業廢棄物。,100.8630,精英電腦股份有限公司企業總部，總部為辦公大樓，無生產製造場所，故廢棄物來源為一班生活廢棄物，無有害事業廢棄物。,100.8630,精英電腦股份有限公司企業總部，總部為辦公大樓，無生產製造場所，故廢棄物來源為一班生活廢棄物，無有害事業廢棄物。,0.1325,"100.863公噸/761人；精英總部大樓2021年人均生活廢棄物產生量為0.1325公噸/人.年；精英總部大樓總垃圾量100.863公噸, 資源回收量23.983公噸",N,"精英電腦積極推動廢棄物資源回收，將垃圾轉變為有用資源，做到資源循環使用，在資源回收方面選擇合格廠商，符合國家標準的處理方法，對於部分危險廢棄物的清理作業進行稽核作業，確保符合法律法規的處理，做到資源利用最大化。
精英電腦減廢措施:
1.	落實垃圾分類及資源回收：各樓層設置資源分類回收桶，加強宣導垃圾分類。
2.	不採用用完即丟的免洗餐具：餐廳餐具不採用用完即丟的免洗餐具，如：碗、盤、杯、筷、湯匙。於各樓層梯廳及茶水間設置各類資源回收桶，按「一般垃圾」、「資源回收」、「廚餘」分開收集。
3.	提供同仁環保餐具，減少產出廢棄之免洗筷。
4.	宣導使用充電式電池，減少廢棄電池之數量。
5.	減少用紙浪費：
● 推廣紙張兩面書寫使用，減少紙張列印。使用再生製品：如擦手紙。
● 推行無紙化辦公，善用E-Mail往來及簡報投影，減少紙張文件傳遞和保存。
● 推廣使用保留列印功能，確保列印內容之正確性及避免無效列印。"
1111005,110,2332,友訊,,僅母公司大樓,,僅母公司大樓,12.1890,僅母公司大樓,0.0200,員工人數,N,2026年廢棄量減少2.5%
1111005,110,2337,旺宏,7169.0000,僅母公司,4259.0000,僅母公司,11428.0000,僅母公司,0.2226,年度總營收(百萬元),N,公司廢棄物資源化比率維持≧ 94%
1111005,110,2338,光罩,3.8000,僅母公司,68.4000,僅母公司,72.2000,僅母公司,0.0011,產品,N,塑膠容器回收
1111005,110,2340,台亞,,創新廠及力行廠,,創新廠及力行廠,974.8200,創新廠及力行廠,0.1930,佰萬元營業額,ISO 14001,"1.藉由原物料減量等源頭管理措施，達到廢棄物減量的目的。
2.廢棄物處理優先選擇再利用，其次為物理化學、焚化處理次之；無法以前述方式處理者，才選擇固化掩埋處理。
3.持續關注新興處理技術，提升廢棄物友善處理的比例，提昇廢棄物經濟效益，降低廢棄物處理對環境的負荷。"
1111005,110,2342,茂矽,298.0000,僅母公司,197.0000,僅母公司,495.0000,僅母公司,0.0440,產品,N,"本公司自推行ISO 14001環境管理系統以來，一直持續推動「工業減廢」、「節約能源」至「資源回收」管理。
本公司製程生產主要是以晶圓代工為主，一般事業廢棄物中約70﹪為廢污泥，有害事業廢棄物中約65﹪為廢硫酸；各項廢棄物均委託給合格廠商進行回收或處理，並落實廢棄物追蹤管理，確保各項廢棄物之妥善處理。"
1111005,110,2344,華邦電,3509.0000,母公司,4218.0000,母公司,7727.0000,母公司,,,ISO 14001,廢棄物回收率>90%
1111005,110,2345,智邦,4.4000,僅母公司,1106.1000,僅母公司,1110.5000,僅母公司,0.0225,百萬元營業額,N,"廢棄物管理政策為持續推動資源回收再利用及工業減廢，
分類整理並經由政府立案核准之廢棄物清除、處理公司清運、
處理及再利用。廢棄物回收率(短期目標2022-2023)>78%、
(中長期目標2024~2026)>80%"
1111005,110,2347,聯強,0.0000,聯強台灣與合併財務報表之子公司通達智能運籌,140.0000,聯強台灣與合併財務報表之子公司通達智能運籌,140.0000,聯強台灣與合併財務報表之子公司通達智能運籌,0.1300,員工人數,N,各類廢棄物皆委由合格清運廠商依廢棄物分類進行適當處置，其中一般廢棄物(生活垃圾)係運送至焚化廠進行焚化處置
1111005,110,2348,海悅,,,,,,,,,N,無
1111005,110,2349,錸德,,僅母公司,,僅母公司,143.1300,僅母公司,,,N,事業廢棄物>5%
1111005,110,2351,順德,1065.0100,母公司,562.3190,母公司,1627.3290,母公司,,,ISO 14001,藉由製程廢水回收，以達到化學汙泥減量目的
1111005,110,2352,佳世達,627.0600,佳世達台灣/蘇州/越南廠區,3003.3100,佳世達台灣/蘇州/越南廠區,3630.3700,佳世達台灣/蘇州/越南廠區,0.7500,營業額,ISO 14001,資源回收率90%以上
1111005,110,2353,宏碁,,包含合併財務報表之母子公司,,包含合併財務報表之母子公司,1795.8400,包含合併財務報表之母子公司,0.0100,百萬營業額,N,"1、鼓勵同仁減少使用一次性塑膠、餐具、紙杯。
2、藉由執行資源回收及定期進行事業廢棄物回收管理，以強化廢棄物再利用作為。
3、秉持法令規範及遵守公司環境管理政策。
4、一般生活垃圾處理委由大樓配合廠商或各地清潔隊清運至當地焚化廠；資源回收物品分類集中後送交回收廠商或各地資源回收車；屬於廢電池、廢燈管、廢機殼、五金廢料等事業廢棄物，蒐集後交付合格簽約廠商處理，以確保清運處理過程不破壞環境。
生態。"
1111005,110,2354,鴻準,3204.5700,鴻準集團主要廠區,3547.5500,鴻準集團主要廠區,6752.1200,鴻準集團主要廠區,0.0000,營業額,ISO9001；ISO14001,對生產過程中的資源，增加使用次數與增長使用壽命為行動原則，減少廢棄物。
1111005,110,2355,敬鵬,,母公司+ 子公司 敬鵬(常熟)電子有限公司,,母公司+ 子公司 敬鵬(常熟)電子有限公司,52336.4300,母公司+ 子公司 敬鵬(常熟)電子有限公司,0.0137,公噸/ M2,ISO 14001,優先以廠內再使用，減少原物料之用料，其次以再利用回收，最後才採焚化或其他處理途徑，積極朝向綠色產業目標前進
1111005,110,2356,英業達,723.1700,"英業達股份有限公司Inventec Corporation
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、
Inventec (Czech) S.R.O. (ICZ)、
IEC Technologies, S . de R. L. de C. V. (IMX)",25043.4400,"英業達股份有限公司Inventec Corporation
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、
Inventec (Czech) S.R.O. (ICZ)、
IEC Technologies, S . de R. L. de C. V. (IMX)",25766.6100,"英業達股份有限公司Inventec Corporation
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、
Inventec (Czech) S.R.O. (ICZ)、
IEC Technologies, S . de R. L. de C. V. (IMX)",5843.1200,千億營業額,ISO 14001,以2014 年為基準年，2025 年廢棄物量減少25%。
